,country,year,age,Average_suicides_per_capita
5708,Hungary,1995-01-01,35-54 years,48.120000000000005
10593,Russian Federation,2009-01-01,75+ years,48.12
3458,Cuba,2015-01-01,75+ years,48.1
7497,Latvia,2011-01-01,75+ years,48.07000000000001
1641,Belarus,1997-01-01,75+ years,47.980000000000004
13086,Ukraine,1995-01-01,55-74 years,47.93
11570,Slovenia,2003-01-01,55-74 years,47.894999999999996
3206,Croatia,1998-01-01,55-74 years,47.885000000000005
11969,Sri Lanka,1997-01-01,25-34 years,47.86
13111,Ukraine,1999-01-01,75+ years,47.83
7547,Lithuania,1999-01-01,25-34 years,47.825
7590,Lithuania,2006-01-01,35-54 years,47.82
6918,Kazakhstan,1998-01-01,35-54 years,47.805
3325,Cuba,1993-01-01,55-74 years,47.805
3422,Cuba,2009-01-01,75+ years,47.779999999999994
13735,Uruguay,2007-01-01,75+ years,47.769999999999996
10560,Russian Federation,2004-01-01,35-54 years,47.705000000000005
13129,Ukraine,2002-01-01,75+ years,47.65
8508,Montenegro,2005-01-01,75+ years,47.614999999999995
1803,Belgium,1998-01-01,75+ years,47.58
1042,Austria,2009-01-01,75+ years,47.545
1635,Belarus,1996-01-01,75+ years,47.540000000000006
7577,Lithuania,2004-01-01,25-34 years,47.535
12033,Suriname,1987-01-01,75+ years,47.5
7434,Latvia,2001-01-01,35-54 years,47.48
13057,Ukraine,1990-01-01,75+ years,47.435
6771,Japan,1999-01-01,75+ years,47.415
7634,Lithuania,2013-01-01,55-74 years,47.34
5606,Guyana,2001-01-01,35-54 years,47.339999999999996
5642,Guyana,2007-01-01,35-54 years,47.33
6953,Kazakhstan,2004-01-01,25-34 years,47.285000000000004
5627,Guyana,2004-01-01,75+ years,47.28
6944,Kazakhstan,2002-01-01,55-74 years,47.25
13765,Uruguay,2013-01-01,75+ years,47.14
7598,Lithuania,2007-01-01,55-74 years,47.080000000000005
1030,Austria,2007-01-01,75+ years,47.05499999999999
7626,Lithuania,2012-01-01,35-54 years,47.04
6936,Kazakhstan,2001-01-01,35-54 years,46.96
13117,Ukraine,2000-01-01,75+ years,46.94
1683,Belarus,2007-01-01,75+ years,46.94
1072,Austria,2014-01-01,75+ years,46.900000000000006
13090,Ukraine,1996-01-01,35-54 years,46.89
1791,Belgium,1996-01-01,75+ years,46.79
3314,Croatia,2016-01-01,75+ years,46.785000000000004
10192,Republic of Korea,1997-01-01,75+ years,46.754999999999995
4296,Estonia,2014-01-01,75+ years,46.74
2403,Bulgaria,2006-01-01,75+ years,46.735
4290,Estonia,2013-01-01,75+ years,46.72
5645,Guyana,2007-01-01,75+ years,46.7
1054,Austria,2011-01-01,75+ years,46.690000000000005
10493,Russian Federation,1993-01-01,25-34 years,46.635000000000005
6957,Kazakhstan,2004-01-01,75+ years,46.629999999999995
1060,Austria,2012-01-01,75+ years,46.625
11588,Slovenia,2006-01-01,55-74 years,46.61
5623,Guyana,2004-01-01,25-34 years,46.57
7646,Lithuania,2015-01-01,55-74 years,46.56
5605,Guyana,2001-01-01,25-34 years,46.515
11997,Sri Lanka,2001-01-01,75+ years,46.51
5629,Guyana,2005-01-01,25-34 years,46.47
1623,Belarus,1994-01-01,75+ years,46.42
3410,Cuba,2007-01-01,75+ years,46.415
6938,Kazakhstan,2001-01-01,55-74 years,46.385
10599,Russian Federation,2010-01-01,75+ years,46.330000000000005
3303,Croatia,2014-01-01,75+ years,46.254999999999995
4644,France,2001-01-01,75+ years,46.24
6926,Kazakhstan,1999-01-01,55-74 years,46.235
13135,Ukraine,2003-01-01,75+ years,46.175
11564,Slovenia,2002-01-01,55-74 years,46.120000000000005
6947,Kazakhstan,2003-01-01,25-34 years,45.99
13651,Uruguay,1993-01-01,75+ years,45.88
3416,Cuba,2008-01-01,75+ years,45.864999999999995
3595,Czech Republic,1997-01-01,75+ years,45.855000000000004
1665,Belarus,2001-01-01,75+ years,45.845
10529,Russian Federation,1999-01-01,25-34 years,45.83
3194,Croatia,1996-01-01,55-74 years,45.82
7485,Latvia,2009-01-01,75+ years,45.8
10281,Republic of Korea,2012-01-01,55-74 years,45.785
3601,Czech Republic,1998-01-01,75+ years,45.760000000000005
13759,Uruguay,2012-01-01,75+ years,45.74
11967,Sri Lanka,1996-01-01,75+ years,45.735
3331,Cuba,1994-01-01,55-74 years,45.730000000000004
7523,Lithuania,1995-01-01,25-34 years,45.660000000000004
5744,Hungary,2001-01-01,35-54 years,45.64
12003,Sri Lanka,2002-01-01,75+ years,45.635
5825,Hungary,2014-01-01,75+ years,45.6
4902,Germany,1997-01-01,75+ years,45.56
4656,France,2003-01-01,75+ years,45.54
10562,Russian Federation,2004-01-01,55-74 years,45.525000000000006
7442,Latvia,2002-01-01,55-74 years,45.504999999999995
6885,Kazakhstan,1992-01-01,75+ years,45.5
5728,Hungary,1998-01-01,55-74 years,45.489999999999995
10517,Russian Federation,1997-01-01,25-34 years,45.480000000000004
7617,Lithuania,2010-01-01,75+ years,45.480000000000004
13723,Uruguay,2005-01-01,75+ years,45.465
3726,Denmark,1996-01-01,75+ years,45.43000000000001
3720,Denmark,1995-01-01,75+ years,45.345
7541,Lithuania,1998-01-01,25-34 years,45.28
2409,Bulgaria,2007-01-01,75+ years,45.235
5758,Hungary,2003-01-01,55-74 years,45.224999999999994
13675,Uruguay,1997-01-01,75+ years,45.205
6981,Kazakhstan,2008-01-01,75+ years,45.2
13080,Ukraine,1994-01-01,55-74 years,45.19
6741,Japan,1994-01-01,75+ years,45.150000000000006
4398,Finland,1991-01-01,75+ years,45.125
13729,Uruguay,2006-01-01,75+ years,45.105000000000004
13096,Ukraine,1997-01-01,35-54 years,45.08
5618,Guyana,2003-01-01,35-54 years,45.045
13123,Ukraine,2001-01-01,75+ years,45.04
3428,Cuba,2010-01-01,75+ years,44.99
13122,Ukraine,2001-01-01,55-74 years,44.965
13084,Ukraine,1995-01-01,35-54 years,44.94499999999999
10605,Russian Federation,2011-01-01,75+ years,44.93
7629,Lithuania,2012-01-01,75+ years,44.91
5720,Hungary,1997-01-01,35-54 years,44.765
11325,Singapore,2005-01-01,75+ years,44.765
3613,Czech Republic,2000-01-01,75+ years,44.745000000000005
6965,Kazakhstan,2006-01-01,25-34 years,44.725
6950,Kazakhstan,2003-01-01,55-74 years,44.68
1616,Belarus,1993-01-01,55-74 years,44.68
1048,Austria,2010-01-01,75+ years,44.625
7263,Kyrgyzstan,1993-01-01,75+ years,44.6
5750,Hungary,2002-01-01,35-54 years,44.584999999999994
7754,Luxembourg,2001-01-01,75+ years,44.57
4650,France,2002-01-01,75+ years,44.52
10553,Russian Federation,2003-01-01,25-34 years,44.519999999999996
1649,Belarus,1999-01-01,25-34 years,44.504999999999995
7759,Luxembourg,2002-01-01,55-74 years,44.485
7467,Latvia,2006-01-01,75+ years,44.44499999999999
3732,Denmark,1997-01-01,75+ years,44.44
1078,Austria,2015-01-01,75+ years,44.434999999999995
6735,Japan,1993-01-01,75+ years,44.41
3619,Czech Republic,2001-01-01,75+ years,44.38
13102,Ukraine,1998-01-01,35-54 years,44.375
10287,Republic of Korea,2013-01-01,55-74 years,44.22
7024,Kiribati,1991-01-01,15-24 years,44.160000000000004
7440,Latvia,2002-01-01,35-54 years,44.155
4668,France,2005-01-01,75+ years,44.125
3625,Czech Republic,2002-01-01,75+ years,44.08
670,Aruba,2004-01-01,75+ years,44.015
7640,Lithuania,2014-01-01,55-74 years,43.964999999999996
12173,Suriname,2013-01-01,25-34 years,43.96
7638,Lithuania,2014-01-01,35-54 years,43.925
7651,Lithuania,2016-01-01,55-74 years,43.925
1713,Belarus,2013-01-01,75+ years,43.894999999999996
11968,Sri Lanka,1997-01-01,15-24 years,43.88
6747,Japan,1995-01-01,75+ years,43.81
6915,Kazakhstan,1997-01-01,75+ years,43.8
11576,Slovenia,2004-01-01,55-74 years,43.78
6971,Kazakhstan,2007-01-01,25-34 years,43.765
11981,Sri Lanka,1999-01-01,25-34 years,43.735
13114,Ukraine,2000-01-01,35-54 years,43.73
7604,Lithuania,2008-01-01,55-74 years,43.66
4200,Estonia,1998-01-01,75+ years,43.644999999999996
10566,Russian Federation,2005-01-01,35-54 years,43.63
4284,Estonia,2012-01-01,75+ years,43.605
6010,Iceland,2013-01-01,75+ years,43.575
5666,Guyana,2011-01-01,35-54 years,43.535000000000004
13621,Uruguay,1986-01-01,75+ years,43.480000000000004
897,Austria,1985-01-01,55-74 years,43.43
2391,Bulgaria,2004-01-01,75+ years,43.394999999999996
1701,Belarus,2010-01-01,75+ years,43.34
6942,Kazakhstan,2002-01-01,35-54 years,43.339999999999996
6896,Kazakhstan,1994-01-01,55-74 years,43.32
3446,Cuba,2013-01-01,75+ years,43.32
4401,Finland,1992-01-01,35-54 years,43.315
12093,Suriname,1999-01-01,75+ years,43.28
10478,Russian Federation,1990-01-01,55-74 years,43.275
11307,Singapore,2002-01-01,75+ years,43.265
7760,Luxembourg,2002-01-01,75+ years,43.245000000000005
12179,Suriname,2014-01-01,25-34 years,43.225
7397,Latvia,1995-01-01,25-34 years,43.214999999999996
6929,Kazakhstan,2000-01-01,25-34 years,43.214999999999996
1629,Belarus,1995-01-01,75+ years,43.195
13747,Uruguay,2009-01-01,75+ years,43.18
13147,Ukraine,2005-01-01,75+ years,43.144999999999996
1673,Belarus,2003-01-01,25-34 years,43.135000000000005
7583,Lithuania,2005-01-01,25-34 years,43.125
4278,Estonia,2011-01-01,75+ years,43.115
10472,Russian Federation,1989-01-01,55-74 years,43.099999999999994
6954,Kazakhstan,2004-01-01,35-54 years,43.065
4407,Finland,1993-01-01,35-54 years,43.025000000000006
3452,Cuba,2014-01-01,75+ years,43.019999999999996
7628,Lithuania,2012-01-01,55-74 years,42.99
10559,Russian Federation,2004-01-01,25-34 years,42.985
4908,Germany,1998-01-01,75+ years,42.98
6924,Kazakhstan,1999-01-01,35-54 years,42.96
6759,Japan,1997-01-01,75+ years,42.900000000000006
7559,Lithuania,2001-01-01,25-34 years,42.9
12144,Suriname,2008-01-01,35-54 years,42.88
13699,Uruguay,2001-01-01,75+ years,42.839999999999996
3200,Croatia,1997-01-01,55-74 years,42.815
7682,Luxembourg,1989-01-01,75+ years,42.7
13108,Ukraine,1999-01-01,35-54 years,42.69
4662,France,2004-01-01,75+ years,42.675000000000004
5678,Guyana,2013-01-01,35-54 years,42.654999999999994
10611,Russian Federation,2012-01-01,75+ years,42.620000000000005
7596,Lithuania,2007-01-01,35-54 years,42.605
6890,Kazakhstan,1993-01-01,55-74 years,42.585
6935,Kazakhstan,2001-01-01,25-34 years,42.550000000000004
6237,Israel,1989-01-01,75+ years,42.545
11975,Sri Lanka,1998-01-01,25-34 years,42.545
11532,Slovenia,1997-01-01,35-54 years,42.52
5746,Hungary,2001-01-01,55-74 years,42.5
13627,Uruguay,1987-01-01,75+ years,42.46
10484,Russian Federation,1991-01-01,55-74 years,42.45
11337,Singapore,2007-01-01,75+ years,42.445
1707,Belarus,2011-01-01,75+ years,42.44
6939,Kazakhstan,2001-01-01,75+ years,42.435
10523,Russian Federation,1998-01-01,25-34 years,42.43
5762,Hungary,2004-01-01,35-54 years,42.370000000000005
5853,Iceland,1987-01-01,55-74 years,42.33
11990,Sri Lanka,2000-01-01,55-74 years,42.315
12020,Suriname,1985-01-01,55-74 years,42.305
13141,Ukraine,2004-01-01,75+ years,42.295
3319,Cuba,1992-01-01,55-74 years,42.29
4395,Finland,1991-01-01,35-54 years,42.285000000000004
4217,Estonia,2001-01-01,55-74 years,42.265
6948,Kazakhstan,2003-01-01,35-54 years,42.265
6959,Kazakhstan,2005-01-01,25-34 years,42.254999999999995
4215,Estonia,2001-01-01,35-54 years,42.239999999999995
5800,Hungary,2010-01-01,55-74 years,42.230000000000004
6753,Japan,1996-01-01,75+ years,42.195
13615,Uruguay,1985-01-01,75+ years,42.19
6941,Kazakhstan,2002-01-01,25-34 years,42.18
13165,Ukraine,2008-01-01,75+ years,42.175
11289,Singapore,1999-01-01,75+ years,42.114999999999995
13657,Uruguay,1994-01-01,75+ years,42.105000000000004
1667,Belarus,2002-01-01,25-34 years,42.085
13201,Ukraine,2015-01-01,75+ years,42.025
10623,Russian Federation,2014-01-01,75+ years,42.0
13777,Uruguay,2015-01-01,75+ years,42.0
4209,Estonia,2000-01-01,35-54 years,41.989999999999995
909,Austria,1987-01-01,55-74 years,41.985
8507,Montenegro,2005-01-01,55-74 years,41.980000000000004
1605,Belarus,1991-01-01,75+ years,41.975
10568,Russian Federation,2005-01-01,55-74 years,41.959999999999994
11313,Singapore,2003-01-01,75+ years,41.955
13078,Ukraine,1994-01-01,35-54 years,41.95
4389,Finland,1990-01-01,35-54 years,41.93
10186,Republic of Korea,1996-01-01,75+ years,41.9
4413,Finland,1994-01-01,35-54 years,41.894999999999996
5617,Guyana,2003-01-01,25-34 years,41.875
13153,Ukraine,2006-01-01,75+ years,41.855
903,Austria,1986-01-01,55-74 years,41.845
1719,Belarus,2014-01-01,75+ years,41.824999999999996
9695,Portugal,1987-01-01,75+ years,41.815
6975,Kazakhstan,2007-01-01,75+ years,41.81
6951,Kazakhstan,2003-01-01,75+ years,41.795
11982,Sri Lanka,1999-01-01,35-54 years,41.769999999999996
7454,Latvia,2004-01-01,55-74 years,41.739999999999995
1671,Belarus,2002-01-01,75+ years,41.739999999999995
13189,Ukraine,2012-01-01,75+ years,41.730000000000004
4377,Finland,1988-01-01,35-54 years,41.725
10737,Saint Lucia,2000-01-01,75+ years,41.7
11538,Slovenia,1998-01-01,35-54 years,41.675000000000004
1682,Belarus,2007-01-01,55-74 years,41.629999999999995
11978,Sri Lanka,1998-01-01,55-74 years,41.625
11970,Sri Lanka,1997-01-01,35-54 years,41.585
13128,Ukraine,2002-01-01,55-74 years,41.56
10565,Russian Federation,2005-01-01,25-34 years,41.510000000000005
13639,Uruguay,1989-01-01,75+ years,41.470000000000006
1815,Belgium,2000-01-01,75+ years,41.435
5756,Hungary,2003-01-01,35-54 years,41.370000000000005
921,Austria,1989-01-01,55-74 years,41.364999999999995
11976,Sri Lanka,1998-01-01,35-54 years,41.339999999999996
5676,Guyana,2013-01-01,15-24 years,41.155
6933,Kazakhstan,2000-01-01,75+ years,41.145
12150,Suriname,2009-01-01,35-54 years,41.125
11984,Sri Lanka,1999-01-01,55-74 years,41.084999999999994
3297,Croatia,2013-01-01,75+ years,41.07
7251,Kyrgyzstan,1991-01-01,75+ years,41.050000000000004
3212,Croatia,1999-01-01,55-74 years,41.04
9719,Portugal,1991-01-01,75+ years,41.035000000000004
6977,Kazakhstan,2008-01-01,25-34 years,41.03
7644,Lithuania,2015-01-01,35-54 years,40.985
13134,Ukraine,2003-01-01,55-74 years,40.985
6777,Japan,2000-01-01,75+ years,40.9
7601,Lithuania,2008-01-01,25-34 years,40.89
11972,Sri Lanka,1997-01-01,55-74 years,40.87
4680,France,2007-01-01,75+ years,40.865
13171,Ukraine,2009-01-01,75+ years,40.855
10617,Russian Federation,2013-01-01,75+ years,40.830000000000005
1083,Austria,2016-01-01,75+ years,40.825
4674,France,2006-01-01,75+ years,40.815
9791,Portugal,2003-01-01,75+ years,40.805
13195,Ukraine,2014-01-01,75+ years,40.77
4260,Estonia,2008-01-01,75+ years,40.760000000000005
1655,Belarus,2000-01-01,25-34 years,40.755
5768,Hungary,2005-01-01,35-54 years,40.745000000000005
2397,Bulgaria,2005-01-01,75+ years,40.73
4686,France,2008-01-01,75+ years,40.62
5752,Hungary,2002-01-01,55-74 years,40.599999999999994
13645,Uruguay,1990-01-01,75+ years,40.575
4419,Finland,1995-01-01,35-54 years,40.545
11966,Sri Lanka,1996-01-01,55-74 years,40.535000000000004
1617,Belarus,1993-01-01,75+ years,40.519999999999996
1686,Belarus,2008-01-01,35-54 years,40.5
6764,Japan,1998-01-01,55-74 years,40.47
6905,Kazakhstan,1996-01-01,25-34 years,40.445
13741,Uruguay,2008-01-01,75+ years,40.4
7521,Latvia,2015-01-01,75+ years,40.370000000000005
7650,Lithuania,2016-01-01,35-54 years,40.355000000000004
7245,Kyrgyzstan,1990-01-01,75+ years,40.32
11526,Slovenia,1996-01-01,35-54 years,40.32
4914,Germany,1999-01-01,75+ years,40.275
5806,Hungary,2011-01-01,55-74 years,40.26
5794,Hungary,2009-01-01,55-74 years,40.18
5599,Guyana,1999-01-01,25-34 years,40.16
1608,Belarus,1992-01-01,35-54 years,40.16
1821,Belgium,2001-01-01,75+ years,40.135
7529,Lithuania,1996-01-01,25-34 years,40.125
1643,Belarus,1998-01-01,25-34 years,40.115
10476,Russian Federation,1990-01-01,35-54 years,40.09
4248,Estonia,2006-01-01,75+ years,40.025
8525,Montenegro,2008-01-01,55-74 years,40.015
4380,Finland,1988-01-01,75+ years,40.005
10482,Russian Federation,1991-01-01,35-54 years,40.005
11319,Singapore,2004-01-01,75+ years,40.0
10571,Russian Federation,2006-01-01,25-34 years,39.985
10863,Saint Vincent and Grenadines,1998-01-01,75+ years,39.97
3218,Croatia,2000-01-01,55-74 years,39.955
6969,Kazakhstan,2006-01-01,75+ years,39.95
10299,Republic of Korea,2015-01-01,55-74 years,39.93
10293,Republic of Korea,2014-01-01,55-74 years,39.915
12146,Suriname,2008-01-01,55-74 years,39.894999999999996
4692,France,2009-01-01,75+ years,39.845
11544,Slovenia,1999-01-01,35-54 years,39.835
9785,Portugal,2002-01-01,75+ years,39.83
1631,Belarus,1996-01-01,25-34 years,39.825
4383,Finland,1989-01-01,35-54 years,39.82
4371,Finland,1987-01-01,35-54 years,39.815
5650,Guyana,2008-01-01,55-74 years,39.795
4704,France,2011-01-01,75+ years,39.760000000000005
13120,Ukraine,2001-01-01,35-54 years,39.735
5612,Guyana,2002-01-01,35-54 years,39.725
10881,Saint Vincent and Grenadines,2001-01-01,75+ years,39.685
12156,Suriname,2010-01-01,35-54 years,39.65
4926,Germany,2001-01-01,75+ years,39.605000000000004
1688,Belarus,2008-01-01,55-74 years,39.58
13183,Ukraine,2011-01-01,75+ years,39.575
2415,Bulgaria,2008-01-01,75+ years,39.545
1637,Belarus,1997-01-01,25-34 years,39.504999999999995
11963,Sri Lanka,1996-01-01,25-34 years,39.475
11987,Sri Lanka,2000-01-01,25-34 years,39.44
10911,Saint Vincent and Grenadines,2006-01-01,75+ years,39.4
3756,Denmark,2001-01-01,75+ years,39.37
5812,Hungary,2012-01-01,55-74 years,39.345
6945,Kazakhstan,2002-01-01,75+ years,39.335
10470,Russian Federation,1989-01-01,35-54 years,39.33
10572,Russian Federation,2006-01-01,35-54 years,39.325
4373,Finland,1987-01-01,55-74 years,39.325
7784,Luxembourg,2006-01-01,75+ years,39.315000000000005
10577,Russian Federation,2007-01-01,25-34 years,39.305
4932,Germany,2002-01-01,75+ years,39.295
6983,Kazakhstan,2009-01-01,25-34 years,39.26
11960,Sri Lanka,1986-01-01,55-74 years,39.26
11577,Slovenia,2004-01-01,75+ years,39.245000000000005
11954,Sri Lanka,1985-01-01,55-74 years,39.24
4272,Estonia,2010-01-01,75+ years,39.230000000000004
4920,Germany,2000-01-01,75+ years,39.230000000000004
7772,Luxembourg,2004-01-01,75+ years,39.214999999999996
4400,Finland,1992-01-01,25-34 years,39.155
7446,Latvia,2003-01-01,35-54 years,39.15
6993,Kazakhstan,2010-01-01,75+ years,39.15
9689,Portugal,1986-01-01,75+ years,39.144999999999996
6770,Japan,1999-01-01,55-74 years,39.095
7448,Latvia,2003-01-01,55-74 years,39.095
4698,France,2010-01-01,75+ years,39.075
11988,Sri Lanka,2000-01-01,35-54 years,39.07
7724,Luxembourg,1996-01-01,75+ years,39.07
1724,Belgium,1985-01-01,55-74 years,39.015
5651,Guyana,2008-01-01,75+ years,39.010000000000005
13633,Uruguay,1988-01-01,75+ years,38.995
9881,Puerto Rico,1991-01-01,75+ years,38.995
13074,Ukraine,1993-01-01,55-74 years,38.99
4178,Estonia,1995-01-01,25-34 years,38.955
4710,France,2012-01-01,75+ years,38.949999999999996
6911,Kazakhstan,1997-01-01,25-34 years,38.945
6899,Kazakhstan,1995-01-01,25-34 years,38.92
5665,Guyana,2011-01-01,25-34 years,38.905
4211,Estonia,2000-01-01,55-74 years,38.88
7688,Luxembourg,1990-01-01,75+ years,38.88
5788,Hungary,2008-01-01,55-74 years,38.855
13159,Ukraine,2007-01-01,75+ years,38.79
1694,Belarus,2009-01-01,55-74 years,38.785000000000004
7595,Lithuania,2007-01-01,25-34 years,38.74
6783,Japan,2001-01-01,75+ years,38.71
2427,Bulgaria,2010-01-01,75+ years,38.685
4938,Germany,2003-01-01,75+ years,38.68
2439,Bulgaria,2012-01-01,75+ years,38.65
4221,Estonia,2002-01-01,35-54 years,38.64
11000,Serbia,2000-01-01,55-74 years,38.620000000000005
5782,Hungary,2007-01-01,55-74 years,38.620000000000005
9815,Portugal,2010-01-01,75+ years,38.61
7461,Latvia,2005-01-01,75+ years,38.575
11582,Slovenia,2005-01-01,55-74 years,38.57
9851,Puerto Rico,1986-01-01,75+ years,38.54
4431,Finland,1997-01-01,35-54 years,38.535
11343,Singapore,2008-01-01,75+ years,38.53
4388,Finland,1990-01-01,25-34 years,38.51
3337,Cuba,1995-01-01,55-74 years,38.504999999999995
1661,Belarus,2001-01-01,25-34 years,38.504999999999995
6894,Kazakhstan,1994-01-01,35-54 years,38.495000000000005
5764,Hungary,2004-01-01,55-74 years,38.485
5677,Guyana,2013-01-01,25-34 years,38.46
4385,Finland,1989-01-01,55-74 years,38.42
4394,Finland,1991-01-01,25-34 years,38.419999999999995
5770,Hungary,2005-01-01,55-74 years,38.415
12137,Suriname,2007-01-01,25-34 years,38.379999999999995
11550,Slovenia,2000-01-01,35-54 years,38.370000000000005
6776,Japan,2000-01-01,55-74 years,38.33
13177,Ukraine,2010-01-01,75+ years,38.265
13771,Uruguay,2014-01-01,75+ years,38.22
10574,Russian Federation,2006-01-01,55-74 years,38.214999999999996
4553,France,1986-01-01,55-74 years,38.21
7631,Lithuania,2013-01-01,25-34 years,38.21
5774,Hungary,2006-01-01,35-54 years,38.165
5620,Guyana,2003-01-01,55-74 years,38.165
13126,Ukraine,2002-01-01,35-54 years,38.089999999999996
10487,Russian Federation,1992-01-01,25-34 years,38.075
3355,Cuba,1998-01-01,55-74 years,38.04
4547,France,1985-01-01,55-74 years,38.005
6917,Kazakhstan,1998-01-01,25-34 years,37.975
1692,Belarus,2009-01-01,35-54 years,37.945
12142,Suriname,2008-01-01,15-24 years,37.94
11520,Slovenia,1995-01-01,35-54 years,37.885
5286,Grenada,2005-01-01,75+ years,37.85
